N,P,K,temperature,humidity,ph,rainfall,label
26.84,71.67,67.65,17.22,36.59,6.49,89.22,kidneybeans
91.62,45.79,49.04,23.19,80.82,6.53,218.54,rice
57.67,69.8,102.18,21.06,27.13,6.43,59.54,chickpea
118.17,85.32,44.22,25.2,72.39,6.13,39.52,watermelon
149.88,42.64,53.39,25.57,68.48,7.91,67.07,cotton
49.78,59.99,106.83,23.07,28.3,7.21,56.81,chickpea
49.65,72.24,110.25,24.37,22.3,6.88,60.38,chickpea
109.39,90.88,52.5,28.43,75.06,6.66,139.82,banana
106.49,46.08,48.44,28.39,79.9,5.86,242.0,rice
109.93,73.86,58.98,31.98,76.63,6.65,127.14,banana
51.42,77.91,97.26,19.95,26.57,7.39,66.52,chickpea
27.0,141.98,212.42,14.27,95.81,5.49,95.96,apple
123.17,99.75,41.55,23.2,79.78,6.39,48.88,watermelon
86.54,56.62,49.67,29.61,82.47,5.41,233.74,rice
125.08,56.64,55.06,25.0,64.14,7.11,67.03,cotton
88.99,68.87,53.57,22.2,55.42,7.21,73.65,maize
112.38,60.04,57.99,19.89,61.47,6.32,83.9,maize
59.0,77.04,93.98,23.48,23.62,6.87,59.31,chickpea
152.47,47.02,52.6,25.37,72.31,6.21,73.79,cotton
47.93,62.9,91.85,20.79,23.44,6.33,67.82,chickpea
103.07,67.58,68.42,20.16,66.28,7.8,66.91,maize
24.03,137.45,192.47,16.45,85.19,7.12,89.11,apple
149.46,57.34,45.53,26.66,56.1,6.26,76.14,cotton
30.0,138.58,239.85,14.81,82.21,6.67,97.98,grapes
57.03,70.3,91.2,21.01,23.64,6.07,68.98,chickpea
94.42,55.22,53.3,25.38,80.14,6.03,218.41,rice
28.01,132.83,198.21,14.57,78.9,6.54,97.86,apple
29.75,73.23,67.07,19.5,40.9,6.55,83.11,kidneybeans
125.01,83.33,62.68,31.17,84.29,6.94,137.87,banana
102.02,99.03,38.67,22.11,89.04,5.89,40.14,watermelon
27.34,144.77,240.97,13.98,89.85,6.04,84.75,grapes
32.4,73.1,54.18,17.24,39.58,5.63,95.29,kidneybeans
140.09,46.64,48.92,28.31,72.44,7.55,70.62,cotton
97.05,52.79,49.85,30.32,74.12,5.42,232.31,rice
33.2,63.46,52.25,22.05,40.7,6.53,81.34,kidneybeans
27.49,69.39,59.72,22.34,36.63,7.0,88.78,kidneybeans
122.76,47.1,48.61,22.52,67.23,6.54,64.36,cotton
28.97,136.51,209.7,16.11,86.62,5.56,84.44,grapes
23.46,112.18,246.43,14.69,79.51,5.37,85.74,apple
107.77,83.27,49.8,30.68,83.78,5.59,150.15,banana
58.89,69.65,95.76,20.14,24.91,5.91,62.45,chickpea
29.28,111.45,200.66,14.18,97.49,6.45,84.37,grapes
99.9,56.06,46.79,29.42,87.73,5.93,234.22,rice
88.92,67.57,53.03,21.41,56.15,6.41,70.82,maize
109.96,56.3,43.82,29.79,78.45,6.37,226.62,rice
49.57,75.63,103.13,19.54,22.02,7.45,70.79,chickpea
60.34,80.1,85.26,23.11,24.59,7.63,67.22,chickpea
96.36,60.83,52.83,21.86,72.1,7.21,79.21,maize
113.52,96.25,39.62,26.05,79.29,6.25,50.72,watermelon
96.48,92.34,47.49,27.59,81.79,6.46,42.9,watermelon
104.87,66.18,57.74,22.97,67.13,6.48,66.18,maize
99.69,64.74,52.58,22.76,67.6,6.7,85.47,maize
112.11,53.98,58.13,20.72,68.89,6.35,78.5,maize
25.36,117.26,250.88,13.94,86.38,6.4,98.48,apple
88.68,55.29,49.28,30.23,83.6,5.43,237.28,rice
47.39,75.96,100.1,19.48,24.87,6.05,67.02,chickpea
29.81,114.36,217.43,15.6,86.06,6.77,77.76,grapes
95.03,96.31,46.33,25.19,76.28,5.55,50.36,watermelon
31.66,141.22,224.27,14.21,93.58,5.96,98.4,grapes
103.91,56.42,62.91,23.07,60.51,7.12,66.84,maize
53.14,70.51,99.93,22.34,25.85,6.44,67.75,chickpea
34.23,68.4,67.14,17.84,42.07,5.43,82.11,kidneybeans
90.3,62.42,51.08,20.51,70.09,6.21,80.95,maize
52.79,64.96,94.11,18.7,27.37,7.51,61.96,chickpea
60.95,66.33,99.28,25.13,25.3,6.34,63.92,chickpea
109.89,52.94,44.58,28.66,83.69,5.28,196.6,rice
117.9,105.69,47.04,23.09,89.84,6.41,38.79,watermelon
48.0,79.06,99.3,21.03,27.96,6.33,73.72,chickpea
93.95,51.97,66.38,19.61,59.16,6.71,76.56,maize
105.43,52.19,63.58,23.52,71.76,5.98,65.69,maize
26.35,127.79,204.85,15.61,77.52,5.93,96.66,apple
26.42,62.75,54.98,18.13,45.88,6.41,98.95,kidneybeans
90.23,53.88,61.08,25.03,59.77,6.7,67.9,maize
28.39,141.62,230.52,13.53,90.73,6.9,90.62,grapes
106.4,90.8,49.51,21.78,96.82,6.06,50.3,watermelon
99.26,50.75,46.48,30.02,83.04,5.66,227.65,rice
